Order_ID;Order Date;Order_YearQuarter;Order_YearMonth;Retailer_ID;Product_SKU;Product_Price;Product_Cost;Order_Quantity;Sales_Amount;Cost_of_Goods_Sold;Profit;Profit_Margin
2182;05/01/2021;2021Q1;202101;480;MJ03-L-Red;£60,00;£19,50;32;£1920,00;£624,00; £1296,00 ;68%
2183;05/01/2021;2021Q1;202101;319;MJ01-XS-Yellow;£47,00;£26,79;19;£893,00;£509,01; £383,99 ;43%
2184;06/01/2021;2021Q1;202101;429;MS08-L-Red;£21,00;£6,34;24;£504,00;£152,16; £351,84 ;70%
2185;06/01/2021;2021Q1;202101;455;MS07-XL-Green;£14,00;£5,08;33;£462,00;£167,64; £294,36 ;64%
2186;06/01/2021;2021Q1;202101;377;MJ04-L-Blue;£46,00;£25,06;19;£874,00;£476,14; £397,86 ;46%
2187;06/01/2021;2021Q1;202101;126;MJ07-S-Yellow;£59,00;£21,84;42;£2478,00;£917,28; £1560,72 ;63%
2188;07/01/2021;2021Q1;202101;478;WB02-XL-Yellow;£29,00;£13,63;32;£928,00;£436,16; £491,84 ;53%
2189;07/01/2021;2021Q1;202101;707;MJ07-XL-Red;£47,00;£22,56;49;£2303,00;£1105,44; £1197,56 ;52%
2190;08/01/2021;2021Q1;202101;62;MSH04-36-Yellow;£37,00;£16,66;33;£1221,00;£549,78; £671,22 ;55%
2191;08/01/2021;2021Q1;202101;376;MSH12-36-Red;£33,00;£12,87;7;£231,00;£90,09; £140,91 ;61%
2192;08/01/2021;2021Q1;202101;2;WB02-XS-Blue;£12,00;£7,61;35;£420,00;£266,35; £153,65 ;37%
2193;08/01/2021;2021Q1;202101;409;WB02-XS-Orange;£22,00;£10,56;11;£242,00;£116,16; £125,84 ;52%
2194;08/01/2021;2021Q1;202101;368;MS08-L-Black;£19,00;£7,33;40;£760,00;£293,20; £466,80 ;61%
2195;08/01/2021;2021Q1;202101;246;MT10-XL-Yellow;£20,00;£9,49;24;£480,00;£227,76; £252,24 ;53%
2196;08/01/2021;2021Q1;202101;359;MJ01-S-Pink;£57,00;£30,21;21;£1197,00;£634,41; £562,59 ;47%
2197;08/01/2021;2021Q1;202101;53;MS09-S-Red;£24,00;£10,36;12;£288,00;£124,32; £163,68 ;57%
2198;08/01/2021;2021Q1;202101;747;MSH01-33-Red;£40,00;£18,64;32;£1280,00;£596,48; £683,52 ;53%
2199;08/01/2021;2021Q1;202101;283;WB02-M-Yellow;£21,00;£10,32;46;£966,00;£474,72; £491,28 ;51%
2200;09/01/2021;2021Q1;202101;549;MH02-S-Black;£41,00;£17,29;42;£1722,00;£726,18; £995,82 ;58%
2201;09/01/2021;2021Q1;202101;455;MSH03-32-Blue;£25,00;£18,11;47;£1175,00;£851,17; £323,83 ;28%
2202;09/01/2021;2021Q1;202101;202;MH09-S-Pink;£34,00;£13,41;14;£476,00;£187,74; £288,26 ;61%
2203;09/01/2021;2021Q1;202101;215;MH06-XL-Blue;£20,00;£17,51;48;£960,00;£840,48; £119,52 ;12%
2204;09/01/2021;2021Q1;202101;16;MP10-36-Black;£48,00;£22,89;27;£1296,00;£618,03; £677,97 ;52%
2205;09/01/2021;2021Q1;202101;634;MS10-XL-Blue;£21,00;£9,12;47;£987,00;£428,64; £558,36 ;57%
2206;09/01/2021;2021Q1;202101;329;MSH07-32-Pink;£33,00;£11,87;11;£363,00;£130,57; £232,43 ;64%
2207;09/01/2021;2021Q1;202101;172;MP07-36-Purple;£53,00;£14,98;5;£265,00;£74,90; £190,10 ;72%
2208;09/01/2021;2021Q1;202101;172;MP12-32-Red;£30,00;£21,39;12;£360,00;£256,68; £103,32 ;29%
2209;10/01/2021;2021Q1;202101;544;MP08-32-Blue;£44,00;£19,72;37;£1628,00;£729,64; £898,36 ;55%
2210;10/01/2021;2021Q1;202101;34;WB02-XS-Yellow;£16,00;£9,44;39;£624,00;£368,16; £255,84 ;41%
2211;10/01/2021;2021Q1;202101;647;MSH09-36-Green;£25,00;£9,25;15;£375,00;£138,75; £236,25 ;63%
2212;10/01/2021;2021Q1;202101;307;MS06-XL-Yellow;£18,00;£7,30;3;£54,00;£21,90; £32,10 ;59%
2213;10/01/2021;2021Q1;202101;307;MSH06-34-Red;£25,00;£17,63;2;£50,00;£35,26; £14,74 ;29%
2214;11/01/2021;2021Q1;202101;122;MH04-M-White;£31,00;£15,81;39;£1209,00;£616,59; £592,41 ;49%
2215;11/01/2021;2021Q1;202101;657;MJ03-XS-Black;£64,00;£25,15;50;£3200,00;£1257,50; £1942,50 ;61%
2216;11/01/2021;2021Q1;202101;483;MH05-M-Red;£23,00;£10,37;26;£598,00;£269,62; £328,38 ;55%
2217;11/01/2021;2021Q1;202101;504;MSH09-33-Green;£42,00;£16,49;43;£1806,00;£709,07; £1096,93 ;61%
2218;12/01/2021;2021Q1;202101;757;WB03-S-Pink;£11,00;£9,12;46;£506,00;£419,52; £86,48 ;17%
2219;12/01/2021;2021Q1;202101;757;MS01-L-Brown;£9,00;£3,69;13;£117,00;£47,97; £69,03 ;59%
2220;12/01/2021;2021Q1;202101;405;WB03-L-Green;£29,00;£10,15;6;£174,00;£60,90; £113,10 ;65%
2221;12/01/2021;2021Q1;202101;604;MS02-M-Black;£19,00;£4,29;9;£171,00;£38,61; £132,39 ;77%
2222;12/01/2021;2021Q1;202101;679;MT01-M-Orange;£21,00;£8,46;31;£651,00;£262,26; £388,74 ;60%
2223;12/01/2021;2021Q1;202101;29;MJ04-XL-Blue;£49,00;£13,72;49;£2401,00;£672,28; £1728,72 ;72%
2224;12/01/2021;2021Q1;202101;194;MP02-32-Gray;£55,00;£22,89;32;£1760,00;£732,48; £1027,52 ;58%
2225;12/01/2021;2021Q1;202101;226;WB03-L-Red;£27,00;£12,54;19;£513,00;£238,26; £274,74 ;54%
2226;12/01/2021;2021Q1;202101;461;WB03-L-Yellow;£25,00;£11,99;34;£850,00;£407,66; £442,34 ;52%
2227;13/01/2021;2021Q1;202101;464;MS05-S-Pink;£20,00;£8,80;10;£200,00;£88,00; £112,00 ;56%
2228;13/01/2021;2021Q1;202101;494;MJ03-M-Black;£54,00;£22,14;33;£1782,00;£730,62; £1051,38 ;59%
2229;13/01/2021;2021Q1;202101;574;MJ09-L-Yellow;£56,00;£34,18;23;£1288,00;£786,14; £501,86 ;39%
2230;13/01/2021;2021Q1;202101;479;MSH11-33-Blue;£32,00;£17,94;45;£1440,00;£807,30; £632,70 ;44%
2231;13/01/2021;2021Q1;202101;288;MSH04-33-Purple;£34,00;£19,62;42;£1428,00;£824,04; £603,96 ;42%
2232;14/01/2021;2021Q1;202101;326;MSH08-32-Black;£28,00;£12,60;4;£112,00;£50,40; £61,60 ;55%
2233;14/01/2021;2021Q1;202101;439;MSH08-36-Green;£28,00;£12,10;30;£840,00;£363,00; £477,00 ;57%
2234;14/01/2021;2021Q1;202101;353;MSH12-32-Gray;£39,00;£20,14;6;£234,00;£120,84; £113,16 ;48%
2235;14/01/2021;2021Q1;202101;99;MS12-S-Red;£24,00;£12,72;33;£792,00;£419,76; £372,24 ;47%
2236;14/01/2021;2021Q1;202101;393;MP02-34-Red;£34,00;£13,25;13;£442,00;£172,25; £269,75 ;61%
2237;14/01/2021;2021Q1;202101;440;WB03-M-Green;£29,00;£14,03;4;£116,00;£56,12; £59,88 ;52%
2238;14/01/2021;2021Q1;202101;35;MJ10-XS-Orange;£64,00;£42,88;26;£1664,00;£1114,88; £549,12 ;33%
2239;15/01/2021;2021Q1;202101;363;MS07-L-White;£19,00;£12,33;41;£779,00;£505,53; £273,47 ;35%
2240;15/01/2021;2021Q1;202101;698;MH02-XL-Purple;£23,00;£14,06;26;£598,00;£365,56; £232,44 ;39%
2241;15/01/2021;2021Q1;202101;707;WB03-M-Red;£27,00;£8,21;33;£891,00;£270,93; £620,07 ;70%
2242;16/01/2021;2021Q1;202101;400;WB03-M-Yellow;£15,00;£7,35;25;£375,00;£183,75; £191,25 ;51%
2243;16/01/2021;2021Q1;202101;152;MP12-34-Red;£37,00;£19,13;3;£111,00;£57,39; £53,61 ;48%
2244;16/01/2021;2021Q1;202101;460;MT03-XS-Red;£15,00;£7,87;29;£435,00;£228,23; £206,77 ;48%
2245;16/01/2021;2021Q1;202101;690;MP09-32-Black;£54,00;£13,95;4;£216,00;£55,80; £160,20 ;74%
2246;16/01/2021;2021Q1;202101;541;MH06-S-Red;£43,00;£12,90;26;£1118,00;£335,40; £782,60 ;70%
2247;16/01/2021;2021Q1;202101;386;MT03-XS-Red;£18,00;£7,87;46;£828,00;£362,02; £465,98 ;56%
2248;16/01/2021;2021Q1;202101;211;MS11-M-Blue;£8,00;£4,77;1;£8,00;£4,77; £3,23 ;40%
2249;16/01/2021;2021Q1;202101;701;WB03-S-Green;£20,00;£12,93;32;£640,00;£413,76; £226,24 ;35%
2250;16/01/2021;2021Q1;202101;657;WB03-S-Red;£24,00;£6,96;7;£168,00;£48,72; £119,28 ;71%
2251;16/01/2021;2021Q1;202101;600;WB01-XS-Purple;£29,00;£12,18;14;£406,00;£170,52; £235,48 ;58%
2252;17/01/2021;2021Q1;202101;220;MJ09-XL-Yellow;£45,00;£22,22;1;£45,00;£22,22; £22,78 ;51%
2253;18/01/2021;2021Q1;202101;190;MH06-XS-Blue;£30,00;£9,39;26;£780,00;£244,14; £535,86 ;69%
2254;18/01/2021;2021Q1;202101;590;MSH01-36-Blue;£38,00;£17,53;21;£798,00;£368,13; £429,87 ;54%
2255;18/01/2021;2021Q1;202101;270;MP12-32-Black;£46,00;£19,52;24;£1104,00;£468,48; £635,52 ;58%
2256;18/01/2021;2021Q1;202101;742;MT02-M-Gray;£20,00;£8,00;17;£340,00;£136,00; £204,00 ;60%
2257;18/01/2021;2021Q1;202101;541;MS02-XS-Gray;£22,00;£8,26;5;£110,00;£41,30; £68,70 ;62%
2258;18/01/2021;2021Q1;202101;10;MP01-36-Gray;£41,00;£18,04;48;£1968,00;£865,92; £1102,08 ;56%
2259;18/01/2021;2021Q1;202101;741;MS05-XS-Purple;£25,00;£8,50;48;£1200,00;£408,00; £792,00 ;66%
2260;18/01/2021;2021Q1;202101;587;MSH12-32-Red;£36,00;£20,17;3;£108,00;£60,51; £47,49 ;44%
2261;18/01/2021;2021Q1;202101;632;MS07-M-Green;£5,00;£5,64;8;£40,00;£45,12;-£5,12 ;-13%
2262;18/01/2021;2021Q1;202101;120;MSH02-32-Black;£38,00;£14,96;5;£190,00;£74,80; £115,20 ;61%
2263;19/01/2021;2021Q1;202101;483;MS03-L-Gray;£7,00;£6,26;13;£91,00;£81,38; £9,62 ;11%
2264;20/01/2021;2021Q1;202101;153;MS02-M-Gray;£16,00;£9,12;1;£16,00;£9,12; £6,88 ;43%
2265;20/01/2021;2021Q1;202101;36;MSH06-36-Red;£44,00;£22,88;19;£836,00;£434,72; £401,28 ;48%
2266;20/01/2021;2021Q1;202101;261;MH07-XS-Black;£23,00;£14,58;39;£897,00;£568,62; £328,38 ;37%
2267;20/01/2021;2021Q1;202101;122;MSH05-34-Gray;£43,00;£14,23;17;£731,00;£241,91; £489,09 ;67%
2268;20/01/2021;2021Q1;202101;513;MJ04-M-Black;£41,00;£27,02;24;£984,00;£648,48; £335,52 ;34%
2269;20/01/2021;2021Q1;202101;411;MP06-32-Gray;£41,00;£22,13;12;£492,00;£265,56; £226,44 ;46%
2270;20/01/2021;2021Q1;202101;45;MS07-M-Green;£5,00;£5,64;24;£120,00;£135,36;-£15,36 ;-13%
2271;20/01/2021;2021Q1;202101;505;MH04-S-Yellow;£22,00;£17,81;2;£44,00;£35,62; £8,38 ;19%
2272;20/01/2021;2021Q1;202101;495;MH01-XL-Gray;£20,00;£14,28;1;£20,00;£14,28; £5,72 ;29%
2273;21/01/2021;2021Q1;202101;584;MSH11-36-Red;£28,00;£8,96;48;£1344,00;£430,08; £913,92 ;68%
2274;21/01/2021;2021Q1;202101;689;MS01-M-Black;£5,00;£3,00;11;£55,00;£33,00; £22,00 ;40%
2275;21/01/2021;2021Q1;202101;564;WB03-S-Yellow;£25,00;£14,76;47;£1175,00;£693,72; £481,28 ;41%
2276;22/01/2021;2021Q1;202101;449;MP06-36-Orange;£55,00;£19,37;42;£2310,00;£813,54; £1496,46 ;65%
2277;22/01/2021;2021Q1;202101;771;MJ02-S-Green;£44,00;£26,30;38;£1672,00;£999,40; £672,60 ;40%
2278;22/01/2021;2021Q1;202101;381;MP12-32-Pink;£30,00;£9,00;28;£840,00;£252,00; £588,00 ;70%
2279;22/01/2021;2021Q1;202101;228;WB03-XL-Green;£30,00;£9,57;47;£1410,00;£449,79; £960,21 ;68%
2280;23/01/2021;2021Q1;202101;768;MT06-XL-Black;£23,00;£8,46;11;£253,00;£93,06; £159,94 ;63%
2281;23/01/2021;2021Q1;202101;344;MT04-S-Blue;£17,00;£8,46;33;£561,00;£279,18; £281,82 ;50%
2282;23/01/2021;2021Q1;202101;19;MH09-S-Red;£20,00;£13,05;45;£900,00;£587,25; £312,75 ;35%
2283;23/01/2021;2021Q1;202101;737;MJ10-S-Red;£56,00;£21,31;1;£56,00;£21,31; £34,69 ;62%
2284;23/01/2021;2021Q1;202101;774;WB03-XL-Red;£27,00;£8,72;15;£405,00;£130,80; £274,20 ;68%
2285;23/01/2021;2021Q1;202101;50;MJ09-S-Pink;£61,00;£24,65;27;£1647,00;£665,55; £981,45 ;60%
2286;23/01/2021;2021Q1;202101;601;MSH06-33-Blue;£34,00;£22,07;48;£1632,00;£1059,36; £572,64 ;35%
2287;24/01/2021;2021Q1;202101;39;MH11-M-Orange;£24,00;£14,86;8;£192,00;£118,88; £73,12 ;38%
2288;24/01/2021;2021Q1;202101;109;MH01-XS-Gray;£30,00;£17,10;19;£570,00;£324,90; £245,10 ;43%
2289;24/01/2021;2021Q1;202101;219;MJ12-L-Black;£49,00;£23,60;9;£441,00;£212,40; £228,60 ;52%
2290;24/01/2021;2021Q1;202101;598;MS10-XL-Red;£18,00;£7,00;32;£576,00;£224,00; £352,00 ;61%
2291;24/01/2021;2021Q1;202101;329;MP10-34-Green;£41,00;£19,71;47;£1927,00;£926,37; £1000,63 ;52%
2292;25/01/2021;2021Q1;202101;780;MP06-33-Green;£33,00;£18,07;1;£33,00;£18,07; £14,93 ;45%
2293;26/01/2021;2021Q1;202101;121;MT08-XL-Green;£16,00;£7,45;32;£512,00;£238,40; £273,60 ;53%
2294;26/01/2021;2021Q1;202101;707;MS03-XL-Orange;£13,00;£8,80;47;£611,00;£413,60; £197,40 ;32%
2295;26/01/2021;2021Q1;202101;636;MS04-XS-Red;£8,00;£6,01;26;£208,00;£156,26; £51,74 ;25%
2296;26/01/2021;2021Q1;202101;464;MS01-XL-Brown;£11,00;£4,84;27;£297,00;£130,68; £166,32 ;56%
2297;27/01/2021;2021Q1;202101;697;MH13-S-Green;£33,00;£13,67;49;£1617,00;£669,83; £947,17 ;59%
2298;27/01/2021;2021Q1;202101;173;MSH04-34-Yellow;£39,00;£19,89;28;£1092,00;£556,92; £535,08 ;49%
2299;27/01/2021;2021Q1;202101;763;MH03-S-Red;£44,00;£19,92;29;£1276,00;£577,68; £698,32 ;55%
2300;27/01/2021;2021Q1;202101;726;WB03-XL-Yellow;£21,00;£9,54;17;£357,00;£162,18; £194,82 ;55%
2301;28/01/2021;2021Q1;202101;775;MT09-M-Blue;£16,00;£6,38;47;£752,00;£299,86; £452,14 ;60%
2302;28/01/2021;2021Q1;202101;628;MSH10-36-Green;£40,00;£13,19;1;£40,00;£13,19; £26,81 ;67%
2303;28/01/2021;2021Q1;202101;634;WB03-XS-Green;£25,00;£13,50;10;£250,00;£135,00; £115,00 ;46%
2304;28/01/2021;2021Q1;202101;356;MSH03-32-Green;£35,00;£16,10;35;£1225,00;£563,50; £661,50 ;54%
2305;29/01/2021;2021Q1;202101;570;MS11-M-Green;£5,00;£3,51;22;£110,00;£77,22; £32,78 ;30%
2306;29/01/2021;2021Q1;202101;141;WB01-L-Purple;£29,00;£7,13;50;£1450,00;£356,50; £1093,50 ;75%
2307;29/01/2021;2021Q1;202101;572;MT03-S-Red;£18,00;£9,59;3;£54,00;£28,77; £25,23 ;47%
2308;29/01/2021;2021Q1;202101;710;MS10-S-Black;£12,00;£7,14;36;£432,00;£257,04; £174,96 ;41%
2309;29/01/2021;2021Q1;202101;86;MSH04-33-Yellow;£34,00;£17,68;7;£238,00;£123,76; £114,24 ;48%
2310;29/01/2021;2021Q1;202101;356;WB03-XS-Red;£19,00;£8,75;34;£646,00;£297,50; £348,50 ;54%
2311;29/01/2021;2021Q1;202101;592;MS02-M-Black;£13,00;£4,29;36;£468,00;£154,44; £313,56 ;67%
2312;30/01/2021;2021Q1;202101;188;MS12-S-Pink;£25,00;£15,26;5;£125,00;£76,30; £48,70 ;39%
2313;30/01/2021;2021Q1;202101;768;WB02-S-Yellow;£23,00;£8,03;50;£1150,00;£401,50; £748,50 ;65%
2314;30/01/2021;2021Q1;202101;169;MSH08-36-Blue;£31,00;£16,66;50;£1550,00;£833,00; £717,00 ;46%
2315;30/01/2021;2021Q1;202101;87;WB03-XS-Yellow;£12,00;£7,77;36;£432,00;£279,72; £152,28 ;35%
2316;30/01/2021;2021Q1;202101;367;MS03-S-Gray;£10,00;£8,30;18;£180,00;£149,40; £30,60 ;17%
2317;30/01/2021;2021Q1;202101;374;MS03-S-Green;£12,00;£5,05;4;£48,00;£20,20; £27,80 ;58%
2318;30/01/2021;2021Q1;202101;73;WB02-XL-Blue;£16,00;£8,46;31;£496,00;£262,26; £233,74 ;47%
2319;31/01/2021;2021Q1;202101;144;MH09-S-Pink;£20,00;£13,41;23;£460,00;£308,43; £151,57 ;33%
2320;31/01/2021;2021Q1;202101;325;MP06-34-Orange;£38,00;£17,81;19;£722,00;£338,39; £383,61 ;53%
2321;31/01/2021;2021Q1;202101;97;WB04-S-Pink;£24,00;£8,95;23;£552,00;£205,85; £346,15 ;63%
2322;31/01/2021;2021Q1;202101;654;MH02-S-Blue;£36,00;£13,05;45;£1620,00;£587,25; £1032,75 ;64%
2323;31/01/2021;2021Q1;202101;277;MT03-S-Yellow;£16,00;£9,72;34;£544,00;£330,48; £213,52 ;39%
2324;31/01/2021;2021Q1;202101;316;MP01-36-Purple;£52,00;£24,01;34;£1768,00;£816,34; £951,66 ;54%
2325;31/01/2021;2021Q1;202101;303;MT02-L-Red;£18,00;£6,12;25;£450,00;£153,00; £297,00 ;66%
2326;31/01/2021;2021Q1;202101;445;MS03-XL-Green;£7,00;£6,23;21;£147,00;£130,83; £16,17 ;11%
2327;31/01/2021;2021Q1;202101;35;MP02-32-Gray;£36,00;£22,89;12;£432,00;£274,68; £157,32 ;36%
2328;31/01/2021;2021Q1;202101;711;MH04-S-White;£37,00;£13,83;40;£1480,00;£553,20; £926,80 ;63%
2329;31/01/2021;2021Q1;202101;42;MS08-M-Black;£20,00;£6,71;1;£20,00;£6,71; £13,29 ;66%
2330;01/02/2021;2021Q1;202102;394;MP01-33-Gray;£51,00;£21,29;2;£102,00;£42,58; £59,42 ;58%
2331;01/02/2021;2021Q1;202102;15;WB04-L-Blue;£28,00;£11,45;34;£952,00;£389,30; £562,70 ;59%
2332;01/02/2021;2021Q1;202102;159;MT01-S-Orange;£24,00;£12,49;41;£984,00;£512,09; £471,91 ;48%
2333;02/02/2021;2021Q1;202102;339;MH13-XL-Lavender;£26,00;£14,83;3;£78,00;£44,49; £33,51 ;43%
2334;02/02/2021;2021Q1;202102;21;MS09-L-Red;£24,00;£6,99;28;£672,00;£195,72; £476,28 ;71%
2335;02/02/2021;2021Q1;202102;63;MSH11-33-Blue;£40,00;£17,94;12;£480,00;£215,28; £264,72 ;55%
2336;02/02/2021;2021Q1;202102;179;WB04-L-Purple;£28,00;£10,50;9;£252,00;£94,50; £157,50 ;63%
2337;02/02/2021;2021Q1;202102;642;MP01-33-Gray;£55,00;£21,29;6;£330,00;£127,74; £202,26 ;61%
2338;02/02/2021;2021Q1;202102;652;MP01-33-Purple;£53,00;£19,11;7;£371,00;£133,77; £237,23 ;64%
2339;02/02/2021;2021Q1;202102;162;MP06-33-Green;£34,00;£18,07;44;£1496,00;£795,08; £700,92 ;47%
2340;02/02/2021;2021Q1;202102;550;WB04-L-Yellow;£10,00;£6,70;25;£250,00;£167,50; £82,50 ;33%
2341;02/02/2021;2021Q1;202102;357;MJ03-XL-Green;£47,00;£16,45;48;£2256,00;£789,60; £1466,40 ;65%
2342;02/02/2021;2021Q1;202102;469;MJ07-S-Black;£62,00;£29,14;45;£2790,00;£1311,30; £1478,70 ;53%
2343;03/02/2021;2021Q1;202102;438;MP09-36-Blue;£45,00;£22,91;14;£630,00;£320,74; £309,26 ;49%
2344;03/02/2021;2021Q1;202102;579;MH10-XS-Blue;£21,00;£13,01;39;£819,00;£507,39; £311,61 ;38%
2345;03/02/2021;2021Q1;202102;50;MSH01-32-Black;£28,00;£12,33;2;£56,00;£24,66; £31,34 ;56%
2346;04/02/2021;2021Q1;202102;107;MJ07-M-Yellow;£62,00;£27,75;42;£2604,00;£1165,50; £1438,50 ;55%
2347;04/02/2021;2021Q1;202102;239;MSH01-32-Blue;£28,00;£14,20;27;£756,00;£383,40; £372,60 ;49%
2348;04/02/2021;2021Q1;202102;611;MP10-33-Green;£46,00;£20,19;4;£184,00;£80,76; £103,24 ;56%
2349;04/02/2021;2021Q1;202102;662;MS12-S-Blue;£11,00;£6,89;43;£473,00;£296,27; £176,73 ;37%
2350;04/02/2021;2021Q1;202102;36;MT06-S-Black;£15,00;£9,01;29;£435,00;£261,29; £173,71 ;40%
2351;04/02/2021;2021Q1;202102;753;MJ11-M-Green;£64,00;£28,10;21;£1344,00;£590,10; £753,90 ;56%
2352;04/02/2021;2021Q1;202102;576;MH06-M-Purple;£36,00;£19,42;25;£900,00;£485,50; £414,50 ;46%
2353;04/02/2021;2021Q1;202102;483;MH08-S-Pink;£26,00;£10,40;4;£104,00;£41,60; £62,40 ;60%
2354;04/02/2021;2021Q1;202102;275;MH11-S-Red;£45,00;£19,63;15;£675,00;£294,45; £380,55 ;56%
2355;05/02/2021;2021Q1;202102;32;MH08-S-Red;£27,00;£11,45;10;£270,00;£114,50; £155,50 ;58%
2356;05/02/2021;2021Q1;202102;515;MSH08-34-Blue;£42,00;£14,70;37;£1554,00;£543,90; £1010,10 ;65%
2357;05/02/2021;2021Q1;202102;262;MSH06-34-Red;£32,00;£17,63;37;£1184,00;£652,31; £531,69 ;45%
2358;05/02/2021;2021Q1;202102;38;MSH04-36-Purple;£28,00;£10,28;21;£588,00;£215,88; £372,12 ;63%
2359;05/02/2021;2021Q1;202102;297;MT06-XL-Black;£20,00;£8,46;40;£800,00;£338,40; £461,60 ;58%
2360;05/02/2021;2021Q1;202102;705;MH06-S-Black;£44,00;£24,64;42;£1848,00;£1034,88; £813,12 ;44%
2361;06/02/2021;2021Q1;202102;243;MS03-L-Gray;£18,00;£6,26;37;£666,00;£231,62; £434,38 ;65%
2362;06/02/2021;2021Q1;202102;490;MH02-S-Black;£41,00;£17,29;44;£1804,00;£760,76; £1043,24 ;58%
2363;06/02/2021;2021Q1;202102;551;MS07-S-White;£16,00;£5,99;24;£384,00;£143,76; £240,24 ;63%
2364;06/02/2021;2021Q1;202102;420;MJ12-XS-Black;£55,00;£33,45;18;£990,00;£602,10; £387,90 ;39%
2365;06/02/2021;2021Q1;202102;529;MH10-L-Red;£42,00;£18,28;39;£1638,00;£712,92; £925,08 ;56%
2366;07/02/2021;2021Q1;202102;135;MS03-L-Gray;£24,00;£6,26;15;£360,00;£93,90; £266,10 ;74%
2367;07/02/2021;2021Q1;202102;314;MJ12-L-Blue;£57,00;£28,37;28;£1596,00;£794,36; £801,64 ;50%
2368;07/02/2021;2021Q1;202102;509;MH08-XS-Brown;£30,00;£10,86;44;£1320,00;£477,84; £842,16 ;64%
2369;07/02/2021;2021Q1;202102;108;MJ01-M-Red;£42,00;£19,83;4;£168,00;£79,32; £88,68 ;53%
2370;08/02/2021;2021Q1;202102;689;MP11-36-Brown;£42,00;£27,74;16;£672,00;£443,84; £228,16 ;34%
2371;08/02/2021;2021Q1;202102;724;MP05-34-Black;£35,00;£22,92;10;£350,00;£229,20; £120,80 ;35%
2372;08/02/2021;2021Q1;202102;737;WB04-M-Blue;£20,00;£11,56;1;£20,00;£11,56; £8,44 ;42%
2373;08/02/2021;2021Q1;202102;586;WB04-M-Purple;£27,00;£8,49;3;£81,00;£25,47; £55,53 ;69%
2374;08/02/2021;2021Q1;202102;656;MP08-32-Green;£40,00;£18,04;5;£200,00;£90,20; £109,80 ;55%
2375;08/02/2021;2021Q1;202102;310;MS07-M-Green;£11,00;£5,64;38;£418,00;£214,32; £203,68 ;49%
2376;08/02/2021;2021Q1;202102;580;MS07-XS-Green;£8,00;£6,91;18;£144,00;£124,38; £19,62 ;14%
2377;08/02/2021;2021Q1;202102;396;MJ11-S-Green;£56,00;£28,76;2;£112,00;£57,52; £54,48 ;49%
2378;09/02/2021;2021Q1;202102;566;MT01-S-Red;£15,00;£8,38;26;£390,00;£217,88; £172,12 ;44%
2379;09/02/2021;2021Q1;202102;240;MSH07-33-Black;£40,00;£22,40;8;£320,00;£179,20; £140,80 ;44%
2380;09/02/2021;2021Q1;202102;449;MSH07-32-Blue;£44,00;£23,08;8;£352,00;£184,64; £167,36 ;48%
2381;09/02/2021;2021Q1;202102;466;MS08-M-Black;£8,00;£6,71;41;£328,00;£275,11; £52,89 ;16%
2382;09/02/2021;2021Q1;202102;704;MH02-S-Purple;£38,00;£10,32;34;£1292,00;£350,88; £941,12 ;73%
2383;09/02/2021;2021Q1;202102;715;MS08-M-Red;£8,00;£5,52;25;£200,00;£138,00; £62,00 ;31%
2384;09/02/2021;2021Q1;202102;327;WB04-M-Yellow;£17,00;£7,64;1;£17,00;£7,64; £9,36 ;55%
2385;09/02/2021;2021Q1;202102;384;MSH08-33-Green;£44,00;£22,71;36;£1584,00;£817,56; £766,44 ;48%
2386;09/02/2021;2021Q1;202102;705;MH04-S-Green;£24,00;£11,55;30;£720,00;£346,50; £373,50 ;52%
2387;09/02/2021;2021Q1;202102;776;MP04-34-Gray;£37,00;£23,31;12;£444,00;£279,72; £164,28 ;37%
2388;09/02/2021;2021Q1;202102;283;WB04-S-Blue;£12,00;£5,67;17;£204,00;£96,39; £107,61 ;53%
2389;10/02/2021;2021Q1;202102;271;MT01-M-Red;£16,00;£8,37;47;£752,00;£393,39; £358,61 ;48%
2390;10/02/2021;2021Q1;202102;218;MP12-36-Black;£49,00;£22,55;17;£833,00;£383,35; £449,65 ;54%
2391;10/02/2021;2021Q1;202102;61;MSH08-36-Black;£40,00;£13,20;23;£920,00;£303,60; £616,40 ;67%
2392;10/02/2021;2021Q1;202102;599;MH05-S-White;£33,00;£10,14;42;£1386,00;£425,88; £960,12 ;69%
2393;10/02/2021;2021Q1;202102;199;MJ11-S-Pink;£56,00;£28,24;20;£1120,00;£564,80; £555,20 ;50%
2394;11/02/2021;2021Q1;202102;341;MSH02-32-Black;£45,00;£14,96;35;£1575,00;£523,60; £1051,40 ;67%
2395;11/02/2021;2021Q1;202102;110;MP02-36-Red;£48,00;£16,86;12;£576,00;£202,32; £373,68 ;65%
2396;12/02/2021;2021Q1;202102;132;MP08-32-Pink;£49,00;£22,17;45;£2205,00;£997,65; £1207,35 ;55%
2397;12/02/2021;2021Q1;202102;62;MP06-32-Green;£48,00;£19,41;45;£2160,00;£873,45; £1286,55 ;60%
2398;12/02/2021;2021Q1;202102;107;MH02-XL-Purple;£41,00;£14,06;12;£492,00;£168,72; £323,28 ;66%
2399;12/02/2021;2021Q1;202102;178;MP09-36-Red;£36,00;£19,69;29;£1044,00;£571,01; £472,99 ;45%
